"recipe_line_id";"menu_variant_id";"menu_item_id";"menu_variant_name";"portion_size";"ingredient_id";"ingredient_name";"ingredient_group_code";"quantity_per_portion";"unit";"preparation_loss_fraction";"preparation_loss_pct";"effective_quantity_per_portion";"recipe_component_status";"inventory_consumption_eligible";"source_row_number";"source_file"
"RL-0215";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"GARN-012";"Cucumber slice";"GARN";"2";"slice";"0.05";"5";"2.105263";"SOURCE_RECIPE";"true";"216";"Recipe and menu data_1_1(1).xlsx"
"RL-0216-SMALL";"MI-014-SMALL";"MI-014";"Create Your Own - Sous-vide Chicken - Small";"Small";"PROT-002";"Sous-vide chicken";"PROT";"80";"g";"0.05";"5";"84.210526";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"217";"Recipe and menu data_1_1(1).xlsx"
"RL-0216-LARGE";"MI-014-LARGE";"MI-014";"Create Your Own - Sous-vide Chicken - Large";"Large";"PROT-002";"Sous-vide chicken";"PROT";"108.954424";"g";"0.05";"5";"114.688867";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"217";"Recipe and menu data_1_1(1).xlsx"
"RL-0217-SMALL";"MI-015-SMALL";"MI-015";"Create Your Own - Seared Chicken - Small";"Small";"PROT-001";"Seared chicken";"PROT";"80";"g";"0.05";"5";"84.210526";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"218";"Recipe and menu data_1_1(1).xlsx"
"RL-0217-LARGE";"MI-015-LARGE";"MI-015";"Create Your Own - Seared Chicken - Large";"Large";"PROT-001";"Seared chicken";"PROT";"108.954424";"g";"0.05";"5";"114.688867";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"218";"Recipe and menu data_1_1(1).xlsx"
"RL-0218-SMALL";"MI-016-SMALL";"MI-016";"Create Your Own - Pan-seared Tofu - Small";"Small";"PROT-009";"Pan-seared tofu";"PROT";"65";"g";"0.03";"3";"67.010309";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"219";"Recipe and menu data_1_1(1).xlsx"
"RL-0218-LARGE";"MI-016-LARGE";"MI-016";"Create Your Own - Pan-seared Tofu - Large";"Large";"PROT-009";"Pan-seared tofu";"PROT";"88.460265";"g";"0.03";"3";"91.196149";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"219";"Recipe and menu data_1_1(1).xlsx"
"RL-0219-SMALL";"MI-017-SMALL";"MI-017";"Create Your Own - Crispy Eggplant - Small";"Small";"PROT-011";"Crispy eggplant";"PROT";"100";"g";"0.05";"5";"105.263158";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"220";"Recipe and menu data_1_1(1).xlsx"
"RL-0219-LARGE";"MI-017-LARGE";"MI-017";"Create Your Own - Crispy Eggplant - Large";"Large";"PROT-011";"Crispy eggplant";"PROT";"135.9375";"g";"0.05";"5";"143.092105";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"220";"Recipe and menu data_1_1(1).xlsx"
"RL-0220-SMALL";"MI-018-SMALL";"MI-018";"Create Your Own - Miso Beet Falafel - Small";"Small";"PROT-010";"Miso beet falafel";"PROT";"4";"ea";"0.02";"2";"4.081633";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"221";"Recipe and menu data_1_1(1).xlsx"
"RL-0220-LARGE";"MI-018-LARGE";"MI-018";"Create Your Own - Miso Beet Falafel - Large";"Large";"PROT-010";"Miso beet falafel";"PROT";"5.431953";"ea";"0.02";"2";"5.542809";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"221";"Recipe and menu data_1_1(1).xlsx"
"RL-0221-SMALL";"MI-019-SMALL";"MI-019";"Create Your Own - Tiger Prawns - Small";"Small";"PROT-008";"Tiger prawns";"PROT";"65";"g";"0.08";"8";"70.652174";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"222";"Recipe and menu data_1_1(1).xlsx"
"RL-0221-LARGE";"MI-019-LARGE";"MI-019";"Create Your Own - Tiger Prawns - Large";"Large";"PROT-008";"Tiger prawns";"PROT";"88.114224";"g";"0.08";"8";"95.776331";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"222";"Recipe and menu data_1_1(1).xlsx"
"RL-0222-SMALL";"MI-020-SMALL";"MI-020";"Create Your Own - Karaage Chicken - Small";"Small";"PROT-003";"Karaage chicken";"PROT";"100";"g";"0.03";"3";"103.092784";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"223";"Recipe and menu data_1_1(1).xlsx"
"RL-0222-LARGE";"MI-020-LARGE";"MI-020";"Create Your Own - Karaage Chicken - Large";"Large";"PROT-003";"Karaage chicken";"PROT";"136.061381";"g";"0.03";"3";"140.269465";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"223";"Recipe and menu data_1_1(1).xlsx"
"RL-0223-SMALL";"MI-021-SMALL";"MI-021";"Create Your Own - Sashimi Salmon - Small";"Small";"PROT-006";"Sashimi salmon";"PROT";"65";"g";"0.12";"12";"73.863636";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"224";"Recipe and menu data_1_1(1).xlsx"
"RL-0223-LARGE";"MI-021-LARGE";"MI-021";"Create Your Own - Sashimi Salmon - Large";"Large";"PROT-006";"Sashimi salmon";"PROT";"88.169557";"g";"0.12";"12";"100.192678";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"224";"Recipe and menu data_1_1(1).xlsx"
"RL-0224-SMALL";"MI-022-SMALL";"MI-022";"Create Your Own - Sashimi Tuna - Small";"Small";"PROT-007";"Sashimi tuna";"PROT";"65";"g";"0.1";"10";"72.222222";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"225";"Recipe and menu data_1_1(1).xlsx"
"RL-0224-LARGE";"MI-022-LARGE";"MI-022";"Create Your Own - Sashimi Tuna - Large";"Large";"PROT-007";"Sashimi tuna";"PROT";"88.093812";"g";"0.1";"10";"97.882014";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"225";"Recipe and menu data_1_1(1).xlsx"
"RL-0225-SMALL";"MI-023-SMALL";"MI-023";"Create Your Own - Flame-seared Salmon - Small";"Small";"PROT-005";"Aburi salmon";"PROT";"65";"g";"0.12";"12";"73.863636";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"226";"Recipe and menu data_1_1(1).xlsx"
"RL-0225-LARGE";"MI-023-LARGE";"MI-023";"Create Your Own - Flame-seared Salmon - Large";"Large";"PROT-005";"Aburi salmon";"PROT";"88.093812";"g";"0.12";"12";"100.106605";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"226";"Recipe and menu data_1_1(1).xlsx"
"RL-0226-SMALL";"MI-024-SMALL";"MI-024";"Create Your Own - Flame-seared Wagyu - Small";"Small";"PROT-004";"Flame-seared wagyu";"PROT";"60";"g";"0.08";"8";"65.217391";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"227";"Recipe and menu data_1_1(1).xlsx"
"RL-0226-LARGE";"MI-024-LARGE";"MI-024";"Create Your Own - Flame-seared Wagyu - Large";"Large";"PROT-004";"Flame-seared wagyu";"PROT";"81.317365";"g";"0.08";"8";"88.388441";"SOURCE_PROTEIN_SCALED_BY_SIZE";"true";"227";"Recipe and menu data_1_1(1).xlsx"
"RL-0227-SMALL";"MI-025-SMALL";"MI-025";"Create Your Own - No Protein - Small";"Small";"PROT-012";"No protein selected";"PROT";"0";"ea";"0";"0";"0";"SOURCE_PROTEIN_SCALED_BY_SIZE";"false";"228";"Recipe and menu data_1_1(1).xlsx"
"RL-0227-LARGE";"MI-025-LARGE";"MI-025";"Create Your Own - No Protein - Large";"Large";"PROT-012";"No protein selected";"PROT";"0";"ea";"0";"0";"0";"SOURCE_PROTEIN_SCALED_BY_SIZE";"false";"228";"Recipe and menu data_1_1(1).xlsx"
"RL-0228";"MI-026-STANDARD";"MI-026";"Miso Soup";"Standard";"MISC-001";"Miso paste (pre-packaged)";"MISC";"1";"pack";"0";"0";"1";"SOURCE_RECIPE";"true";"229";"Recipe and menu data_1_1(1).xlsx"
"RL-0229";"MI-026-STANDARD";"MI-026";"Miso Soup";"Standard";"MISC-002";"Water";"MISC";"250";"ml";"0";"0";"250";"SOURCE_RECIPE";"true";"230";"Recipe and menu data_1_1(1).xlsx"
"RL-0230";"MI-027-STANDARD";"MI-027";"Raw Balls - Peanut Butter";"Standard";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"231";"Recipe and menu data_1_1(1).xlsx"
"RL-0231";"MI-028-STANDARD";"MI-028";"Raw Balls - Choc Brownie";"Standard";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"232";"Recipe and menu data_1_1(1).xlsx"
"RL-0232";"MI-029-STANDARD";"MI-029";"Raw Balls - Coconut Cacao";"Standard";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"233";"Recipe and menu data_1_1(1).xlsx"
"RL-0233";"MI-030-STANDARD";"MI-030";"Raw Balls - Hazelnut";"Standard";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"234";"Recipe and menu data_1_1(1).xlsx"
"RL-0234";"MI-031-STANDARD";"MI-031";"Raw Balls - Apricot Delight";"Standard";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"235";"Recipe and menu data_1_1(1).xlsx"
"RL-0235";"MI-032-STANDARD";"MI-032";"myDeal - $5 Crispy Chicken Bites";"Standard";"PROT-003";"Karaage chicken";"PROT";"90";"g";"0.03";"3";"92.783505";"SOURCE_RECIPE";"true";"236";"Recipe and menu data_1_1(1).xlsx"
"RL-0236";"MI-033-STANDARD";"MI-033";"Coconut Water";"Standard";"DRNK-001";"Coconut water 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"237";"Recipe and menu data_1_1(1).xlsx"
"RL-0237";"MI-034-STANDARD";"MI-034";"Cold Pressed Juice - Watermelon Lime";"Standard";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"238";"Recipe and menu data_1_1(1).xlsx"
"RL-0238";"MI-035-STANDARD";"MI-035";"Cold Pressed Juice - Classic OJ";"Standard";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"239";"Recipe and menu data_1_1(1).xlsx"
"RL-0239";"MI-036-STANDARD";"MI-036";"Cold Pressed Juice - Pineapple Mint";"Standard";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"240";"Recipe and menu data_1_1(1).xlsx"
"RL-0240";"MI-037-STANDARD";"MI-037";"Dash Sparkling Water - Lime";"Standard";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"241";"Recipe and menu data_1_1(1).xlsx"
"RL-0241";"MI-038-STANDARD";"MI-038";"Dash Sparkling Water - Raspberry";"Standard";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"242";"Recipe and menu data_1_1(1).xlsx"
"RL-0242";"MI-039-STANDARD";"MI-039";"Dash Sparkling Water - Peach";"Standard";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"243";"Recipe and menu data_1_1(1).xlsx"
"RL-0243";"MI-040-STANDARD";"MI-040";"Kombucha - Ginger Lemon";"Standard";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"244";"Recipe and menu data_1_1(1).xlsx"
"RL-0244";"MI-041-STANDARD";"MI-041";"Kombucha - Lemon Lime Mint";"Standard";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"245";"Recipe and menu data_1_1(1).xlsx"
"RL-0245";"MI-042-STANDARD";"MI-042";"Kombucha - Peach";"Standard";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"246";"Recipe and menu data_1_1(1).xlsx"
"RL-0246";"MI-043-STANDARD";"MI-043";"Kombucha - Raspberry Lemonade";"Standard";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"247";"Recipe and menu data_1_1(1).xlsx"
"RL-0247";"MI-044-STANDARD";"MI-044";"Sodaly - Passionfruit";"Standard";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"248";"Recipe and menu data_1_1(1).xlsx"
"RL-0248";"MI-045-STANDARD";"MI-045";"Sodaly - Guava";"Standard";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"249";"Recipe and menu data_1_1(1).xlsx"
"RL-0249";"MI-046-STANDARD";"MI-046";"Sodaly - Raspberry";"Standard";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"250";"Recipe and menu data_1_1(1).xlsx"
"RL-0250";"MI-047-STANDARD";"MI-047";"Sparkling Water";"Standard";"DRNK-015";"Sparkling water 500ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"251";"Recipe and menu data_1_1(1).xlsx"
"RL-0251";"MI-048-STANDARD";"MI-048";"Specialty Soda - Gingerella";"Standard";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"252";"Recipe and menu data_1_1(1).xlsx"
"RL-0252";"MI-049-STANDARD";"MI-049";"Specialty Soda - Karma Cola";"Standard";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"253";"Recipe and menu data_1_1(1).xlsx"
"RL-0253";"MI-050-STANDARD";"MI-050";"Specialty Soda - Lemmy";"Standard";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"254";"Recipe and menu data_1_1(1).xlsx"
"RL-0254";"MI-051-STANDARD";"MI-051";"Still Water";"Standard";"DRNK-019";"Still water 600ml";"DRNK";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"255";"Recipe and menu data_1_1(1).xlsx"
"RL-0255";"MI-052-STANDARD";"MI-052";"Yuzu Ginger Cha";"Standard";"MISC-003";"Fresh ginger";"MISC";"3";"matchsticks";"0.15";"15";"3.529412";"SOURCE_RECIPE";"true";"256";"Recipe and menu data_1_1(1).xlsx"
"RL-0256";"MI-052-STANDARD";"MI-052";"Yuzu Ginger Cha";"Standard";"MISC-004";"Yuzu jam";"MISC";"50";"g";"0.02";"2";"51.020408";"SOURCE_RECIPE";"true";"257";"Recipe and menu data_1_1(1).xlsx"
"RL-0257";"MI-052-STANDARD";"MI-052";"Yuzu Ginger Cha";"Standard";"SEAS-003";"Cinnamon";"SEAS";"1";"dash";"0";"0";"1";"SOURCE_RECIPE";"true";"258";"Recipe and menu data_1_1(1).xlsx"
"RL-0258";"MI-052-STANDARD";"MI-052";"Yuzu Ginger Cha";"Standard";"MISC-002";"Water";"MISC";"250";"ml";"0";"0";"250";"SOURCE_RECIPE";"true";"259";"Recipe and menu data_1_1(1).xlsx"
"RL-0259";"MI-053-STANDARD";"MI-053";"Avocado";"Standard";"GARN-010";"Avocado";"GARN";"40";"g";"0.25";"25";"53.333333";"SOURCE_RECIPE";"true";"260";"Recipe and menu data_1_1(1).xlsx"
"RL-0260";"MI-054-STANDARD";"MI-054";"63 deg egg";"Standard";"GARN-006";"63-degree egg";"GARN";"1";"ea";"0.05";"5";"1.052632";"SOURCE_RECIPE";"true";"261";"Recipe and menu data_1_1(1).xlsx"
"RL-0261";"MI-055-STANDARD";"MI-055";"Extra Salad";"Standard";"LEAF-001";"Mixed leaf salad";"LEAF";"60";"g";"0.08";"8";"65.217391";"SOURCE_RECIPE";"true";"262";"Recipe and menu data_1_1(1).xlsx"
"RL-0262";"MI-056-STANDARD";"MI-056";"Standard topping (kimchi, corn, edamame, nori, etc.)";"Standard";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"SOURCE_RECIPE";"true";"263";"Recipe and menu data_1_1(1).xlsx"
"RL-0263";"MI-057-STANDARD";"MI-057";"Extra Sauce (any)";"Standard";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"264";"Recipe and menu data_1_1(1).xlsx"
"RL-0264";"MI-058-STANDARD";"MI-058";"Extra Sous-vide / Seared Chicken";"Standard";"PROT-002";"Sous-vide chicken";"PROT";"80";"g";"0.05";"5";"84.210526";"SOURCE_RECIPE";"true";"265";"Recipe and menu data_1_1(1).xlsx"
"RL-0265";"MI-059-STANDARD";"MI-059";"Extra Pan Seared Tofu";"Standard";"PROT-009";"Pan-seared tofu";"PROT";"65";"g";"0.03";"3";"67.010309";"SOURCE_RECIPE";"true";"266";"Recipe and menu data_1_1(1).xlsx"
"RL-0266";"MI-060-STANDARD";"MI-060";"Extra Eggplant";"Standard";"PROT-011";"Crispy eggplant";"PROT";"100";"g";"0.05";"5";"105.263158";"SOURCE_RECIPE";"true";"267";"Recipe and menu data_1_1(1).xlsx"
"RL-0267";"MI-061-STANDARD";"MI-061";"Extra Falafels";"Standard";"PROT-010";"Miso beet falafel";"PROT";"4";"ea";"0.02";"2";"4.081633";"SOURCE_RECIPE";"true";"268";"Recipe and menu data_1_1(1).xlsx"
"RL-0268";"MI-062-STANDARD";"MI-062";"Extra Karaage Chicken";"Standard";"PROT-003";"Karaage chicken";"PROT";"100";"g";"0.03";"3";"103.092784";"SOURCE_RECIPE";"true";"269";"Recipe and menu data_1_1(1).xlsx"
"RL-0269";"MI-063-STANDARD";"MI-063";"Extra Tiger Prawns";"Standard";"PROT-008";"Tiger prawns";"PROT";"65";"g";"0.08";"8";"70.652174";"SOURCE_RECIPE";"true";"270";"Recipe and menu data_1_1(1).xlsx"
"RL-0270";"MI-064-STANDARD";"MI-064";"Extra Aburi / Sashimi Salmon";"Standard";"PROT-006";"Sashimi salmon";"PROT";"65";"g";"0.12";"12";"73.863636";"SOURCE_RECIPE";"true";"271";"Recipe and menu data_1_1(1).xlsx"
"RL-0271";"MI-065-STANDARD";"MI-065";"Extra Sashimi Tuna";"Standard";"PROT-007";"Sashimi tuna";"PROT";"65";"g";"0.1";"10";"72.222222";"SOURCE_RECIPE";"true";"272";"Recipe and menu data_1_1(1).xlsx"
"RL-0272";"MI-066-STANDARD";"MI-066";"Extra Wagyu";"Standard";"PROT-004";"Flame-seared wagyu";"PROT";"60";"g";"0.08";"8";"65.217391";"SOURCE_RECIPE";"true";"273";"Recipe and menu data_1_1(1).xlsx"
"ASM-MI-014-SMALL-BASE";"MI-014-SMALL";"MI-014";"Create Your Own - Sous-vide Chicken - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-SMALL-LEAF";"MI-014-SMALL";"MI-014";"Create Your Own - Sous-vide Chicken - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-SMALL-SAUCE";"MI-014-SMALL";"MI-014";"Create Your Own - Sous-vide Chicken - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-SMALL-GARNISH";"MI-014-SMALL";"MI-014";"Create Your Own - Sous-vide Chicken - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-LARGE-BASE";"MI-014-LARGE";"MI-014";"Create Your Own - Sous-vide Chicken - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"245.147453";"g";"0.02";"2";"250.150462";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-LARGE-LEAF";"MI-014-LARGE";"MI-014";"Create Your Own - Sous-vide Chicken - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"68.096515";"g";"0.08";"8";"74.017951";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-LARGE-SAUCE";"MI-014-LARGE";"MI-014";"Create Your Own - Sous-vide Chicken - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.857909";"g";"0.03";"3";"42.121556";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-014-LARGE-GARNISH";"MI-014-LARGE";"MI-014";"Create Your Own - Sous-vide Chicken - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.340483";"cup";"0.05";"5";"0.358403";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-SMALL-BASE";"MI-015-SMALL";"MI-015";"Create Your Own - Seared Chicken - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-SMALL-LEAF";"MI-015-SMALL";"MI-015";"Create Your Own - Seared Chicken - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-SMALL-SAUCE";"MI-015-SMALL";"MI-015";"Create Your Own - Seared Chicken - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-SMALL-GARNISH";"MI-015-SMALL";"MI-015";"Create Your Own - Seared Chicken - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-LARGE-BASE";"MI-015-LARGE";"MI-015";"Create Your Own - Seared Chicken - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"245.147453";"g";"0.02";"2";"250.150462";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-LARGE-LEAF";"MI-015-LARGE";"MI-015";"Create Your Own - Seared Chicken - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"68.096515";"g";"0.08";"8";"74.017951";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-LARGE-SAUCE";"MI-015-LARGE";"MI-015";"Create Your Own - Seared Chicken - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.857909";"g";"0.03";"3";"42.121556";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-015-LARGE-GARNISH";"MI-015-LARGE";"MI-015";"Create Your Own - Seared Chicken - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.340483";"cup";"0.05";"5";"0.358403";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-SMALL-BASE";"MI-016-SMALL";"MI-016";"Create Your Own - Pan-seared Tofu - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-SMALL-LEAF";"MI-016-SMALL";"MI-016";"Create Your Own - Pan-seared Tofu - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-SMALL-SAUCE";"MI-016-SMALL";"MI-016";"Create Your Own - Pan-seared Tofu - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-SMALL-GARNISH";"MI-016-SMALL";"MI-016";"Create Your Own - Pan-seared Tofu - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-LARGE-BASE";"MI-016-LARGE";"MI-016";"Create Your Own - Pan-seared Tofu - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.966887";"g";"0.02";"2";"249.966212";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-LARGE-LEAF";"MI-016-LARGE";"MI-016";"Create Your Own - Pan-seared Tofu - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"68.046358";"g";"0.08";"8";"73.963432";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-LARGE-SAUCE";"MI-016-LARGE";"MI-016";"Create Your Own - Pan-seared Tofu - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.827815";"g";"0.03";"3";"42.09053";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-016-LARGE-GARNISH";"MI-016-LARGE";"MI-016";"Create Your Own - Pan-seared Tofu - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.340232";"cup";"0.05";"5";"0.358139";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-SMALL-BASE";"MI-017-SMALL";"MI-017";"Create Your Own - Crispy Eggplant - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-SMALL-LEAF";"MI-017-SMALL";"MI-017";"Create Your Own - Crispy Eggplant - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-SMALL-SAUCE";"MI-017-SMALL";"MI-017";"Create Your Own - Crispy Eggplant - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-SMALL-GARNISH";"MI-017-SMALL";"MI-017";"Create Your Own - Crispy Eggplant - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
